"Timestamp","Cost Per Day ","Hotel Name","Ratings Text","Ratings","Location"
"2023/08/21 6:54:38 PM GMT+5:30","₹ 1,311","Collection O Yashas Comforts","Poor","1.7","Central Mysore"
"2023/08/21 6:54:41 PM GMT+5:30","₹ 1,051","OYO Flagship Indra Suites","Poor","1.4","Central Mysore"
"2023/08/21 6:54:44 PM GMT+5:30","₹ 6,927","HILL VIEW HOMESTAY","Good","3.2","Central Mysore"
"2023/08/21 6:54:46 PM GMT+5:30","₹ 4,833","Chethan service appartment","Excellent","4.3","Giriboviya Palya"
"2023/08/21 6:54:49 PM GMT+5:30","₹ 7,562","70s Inn Services Apartment","Average","2.6","Central Mysore"
"2023/08/21 6:54:52 PM GMT+5:30","₹ 6,700","Daisy Homestay 2BHK Ground Floor","Very Good","3.5","Hale Kesare"
"2023/08/21 6:54:55 PM GMT+5:30","₹ 3,222","The Legacy","Very Good","3.5","Central Mysore"
"2023/08/21 6:54:57 PM GMT+5:30","₹ 725","Crown Residency","Very Good","3.8","Raghavendra Nagar"
"2023/08/21 6:55:01 PM GMT+5:30","₹ 1,480","Voilet Villa","Very Good","4.2","Sriramapura"
"2023/08/21 6:55:04 PM GMT+5:30","₹ 10,435","S R Jacuzzi Suites (Private Room)","Good","3.2","Mysore"
"2023/08/21 6:55:06 PM GMT+5:30","₹ 3,574","Sweet Home Stay","Very Good","3.8","Chamundi Hill"
"2023/08/21 6:55:09 PM GMT+5:30","₹ 3,682","Kusuma Dew Homestay","None","-","Mysore"
"2023/08/21 6:55:11 PM GMT+5:30","₹ 1,010","Yuvraj Galaxy Inn","None","-","Mandi Mohalla"
"2023/08/21 6:55:14 PM GMT+5:30","₹ 1,591","Deepak lodge","None","-","Mandi Mohalla"
"2023/08/21 6:55:16 PM GMT+5:30","₹ 1,349","Amith Comforts","None","-","Mandi Mohalla"
"2023/08/21 6:55:19 PM GMT+5:30","₹ 1,186","ADH Amilia Gardens","None","-","Bannimantap"
"2023/08/21 6:55:22 PM GMT+5:30","₹ 41,740","S R Private Residence","None","-","Mysore"
"2023/08/21 6:55:25 PM GMT+5:30","₹ 13,092","S R Private Pool Suites (Private Room)","None","-","Mysore"
"2023/08/21 6:55:28 PM GMT+5:30","₹ 1,023","VIKA COMFORTS","None","-","Mandi Mohalla"
"2023/08/21 6:55:31 PM GMT+5:30","₹ 3,203","Jasmin Villa","None","-","Central Mysore"
"2023/08/21 6:55:34 PM GMT+5:30","₹ 1,857","The Spacious Nest","None","-","Central Mysore"
"2023/08/21 6:55:37 PM GMT+5:30","₹ 884","Rooftop Terrace Retreat","None","-","Central Mysore"
"2023/08/21 6:55:40 PM GMT+5:30","₹ 2,010","141 Homestay","None","-","Central Mysore"
"2023/08/21 6:55:42 PM GMT+5:30","₹ 3,708","Coco Palms Premium House","None","-","Bogadi"
"2023/08/21 6:55:45 PM GMT+5:30","₹ 744","Sri Vinayaka Comforts","None","-","Mandi Mohalla"
"2023/08/21 6:55:48 PM GMT+5:30","₹ 1,330","Super OYO Collection O 18543 The Olive Shine","None","-","Gokulam"
"2023/08/21 6:55:50 PM GMT+5:30","₹ 698","Guptha Hotel","None","-","Mandi Mohalla"
"2023/08/21 6:55:53 PM GMT+5:30","₹ 1,118","Super OYO Townhouse 864 Atharva","None","-","Somanatha Nagar"
"2023/08/21 6:55:56 PM GMT+5:30","₹ 930","New Mysore Residency Mysore","None","-","Central Mysore"
"2023/08/21 6:55:58 PM GMT+5:30","₹ 1,674","KCG residency Mysore","None","-","Near Sheshhadripuram College"
"2023/08/21 6:56:01 PM GMT+5:30","₹ 1,034","OYO Flagship Srk Palace","None","-","Near Sheshhadripuram College"
"2023/08/21 6:56:04 PM GMT+5:30","₹ 1,002","Super OYO Collection O Emara Grand Mysore","None","-","J P Nagar"
"2023/08/21 6:56:06 PM GMT+5:30","₹ 2,667","Sambhrama Grand","None","-","Deepanagar"
"2023/08/21 6:56:09 PM GMT+5:30","₹ 1,953","Treebo Trend The Pride","None","-","Near Mysore Train Station"
"2023/08/21 6:56:12 PM GMT+5:30","₹ 15,257","S R Private Pool Suites","None","-","Mysore"
"2023/08/21 6:56:14 PM GMT+5:30","₹ 6,635","Bliss Luxury Serviced Apartment","None","-","Hanchya"
"2023/08/21 6:56:17 PM GMT+5:30","₹ 1,168","Super OYO Capital O Hotel Yuvraj Signature","None","-","Mandi Mohalla"
"2023/08/21 6:56:20 PM GMT+5:30","₹ 4,467","New BrickNest homes 1","None","-","Near Mysore Palace"
"2023/08/21 6:56:22 PM GMT+5:30","₹ 4,167","New BrickNest Homes 2","None","-","Near Mysore Palace"
"2023/08/21 6:56:25 PM GMT+5:30","₹ 1,107","Bharathee Homes","None","-","Deepanagar"
"2023/08/21 6:56:27 PM GMT+5:30","₹ 5,391","BrickNest Homes Feel at Home","None","-","Near Mysore Palace"
"2023/08/21 6:56:30 PM GMT+5:30","₹ 2,319","Golden Riviera Hotel","None","-","Vijayanagar"
"2023/08/21 6:56:33 PM GMT+5:30","₹ 3,594","Bricknest home 5","None","-","Near Mysore Palace"
"2023/08/21 6:56:36 PM GMT+5:30","₹ 837","Yashaswini Residency","None","-","Near Sheshhadripuram College"
"2023/08/21 6:56:39 PM GMT+5:30","₹ 2,696","Ideal, Cool, Calm Room for Families & Couples","None","-","Mysore"
"2023/08/21 6:56:41 PM GMT+5:30","₹ 837","Indra Loka","None","-","Ramakrishnanagar"
"2023/08/21 6:56:44 PM GMT+5:30","₹ 936","Flagship Sanman Regency","None","-","Chamrajpura"
"2023/08/21 6:56:47 PM GMT+5:30","₹ 930","ROSEPARK INN","None","-","Mandi Mohalla"
"2023/08/21 6:56:49 PM GMT+5:30","₹ 4,492","Casablanca Rooftop Hillview AC Studio in Mysore","None","-","Central Mysore"
"2023/08/21 6:56:52 PM GMT+5:30","₹ 1,787","Mannat Inn homestay Peace","None","-","Hale Kesare"
"2023/08/21 6:56:54 PM GMT+5:30","₹ 6,738","Steeva Guest House Mysore","None","-","Central Mysore"
"2023/08/21 6:56:57 PM GMT+5:30","₹ 1,778","Super OYO Collection O 80092 Palace inn","None","-","Mandi Mohalla"
"2023/08/21 6:57:00 PM GMT+5:30","₹ 1,977","SkyHouse Mysuru","None","-","Mysore"
"2023/08/21 6:57:03 PM GMT+5:30","₹ 5,580","JMs Inn Prime spot holiday home with a garden","None","-","Doora"
"2023/08/21 6:57:06 PM GMT+5:30","₹ 2,602","Collection O Mathura Inn","None","-","Mysore"
"2023/08/21 6:57:09 PM GMT+5:30","₹ 1,776","FabHotel Krishna Suites","None","-","Yaraganahalli"
"2023/08/21 6:57:11 PM GMT+5:30","₹ 1,705","Capital O Samasth Rooms & Suites","None","-","Mandi Mohalla"
"2023/08/21 6:57:14 PM GMT+5:30","₹ 3,127","Jungle way homestay","None","-","Shrirangapattana"
"2023/08/21 6:57:17 PM GMT+5:30","₹ 2,232","HM Resort - Mysore","None","-","In Shrirangapattana"
"2023/08/21 6:57:19 PM GMT+5:30","₹ 1,972","The Cute Resort - Srirangapatna","None","-","Palahalli"
"2023/08/21 6:57:22 PM GMT+5:30","₹ 957","R2 RESORT","None","-","Shrirangapattana"
"2023/08/21 6:57:25 PM GMT+5:30","₹ 1,674","Jaladare Resort","None","-","Palahalli"
"2023/08/21 6:57:28 PM GMT+5:30","₹ 2,437","KSTDC Hotel Mayura Riverview Srirangapatna","None","-","Shrirangapattana"
